ethnicity,lgr,sex,agegrp,qualification,occupation,hours,income
1,8,1,50,3,3,40,1518
1,7,2,60,4,4,50,619
3,2,2,50,2,5,40,756
2,1,1,50,1,8,40,834
1,2,1,65,4,1,0,1371
1,12,2,50,1,10,0,316
1,9,1,50,1,1,42,892
1,2,2,35,2,10,0,182
1,2,1,60,3,1,0,12658
4,2,2,35,4,2,16,406
1,11,1,65,1,10,0,411
1,8,2,20,4,5,40,468
1,8,1,15,2,10,0,350
1,8,2,65,1,10,0,203
12,2,2,65,1,10,0,327
1,2,1,65,2,8,2,57
1,10,1,40,1,7,40,924
1,8,2,55,3,4,0,2051
4,10,2,35,4,10,0,271
1,3,1,65,1,6,0,900
1,10,2,45,3,2,25,800
1,1,2,55,3,10,0,303
1,2,2,40,5,4,36,988
1,11,2,65,1,8,24,462
1,1,1,15,2,6,37,1407
6,1,2,65,1,6,25,888
1,2,2,60,2,5,37,759
1,1,2,45,3,5,24,6967
1,10,2,15,3,7,23,329
1,7,2,20,2,6,12,150
5,10,2,40,2,3,10,589
1,6,2,35,3,2,37.5,1413
4,8,1,20,4,2,0,1079
1,5,1,55,4,2,38,1526
1,2,2,20,4,1,40,504
1,6,1,25,3,10,0,266
2,2,2,55,1,2,40,949
1,11,1,65,1,10,0,361
1,4,2,65,1,10,0,323
1,2,1,65,5,10,40,270
12,2,2,30,2,10,0,0
2,1,2,40,1,10,0,554
1,1,2,60,1,10,0,616
1,3,2,65,1,10,0,0
1,8,2,55,3,6,15,268
4,10,1,35,4,2,40,1329
3,2,2,40,1,10,0,344
1,2,1,30,4,2,56,1265
1,8,1,50,3,3,0,1055
1,11,1,55,3,1,37,3205
1,3,2,65,4,10,0,0
1,8,1,20,2,1,42.5,1494
1,10,1,45,1,10,0,303
1,4,2,30,4,2,36,717
1,2,1,65,3,8,35,578
1,2,2,45,2,1,40,1616
1,4,1,45,3,1,40,1049
1,2,1,65,3,10,0,381
4,2,1,15,1,10,0,341
1,10,2,50,2,10,0,666
12,8,2,30,2,6,28,-52
1,3,2,20,3,2,7,116
1,5,1,35,4,2,41.5,1433
1,2,2,60,1,8,0,688
12,8,1,15,1,8,40,587
4,10,1,30,3,8,43,2766
1,3,2,45,3,10,0,475
1,4,1,35,5,2,0,2110
1,10,2,65,1,3,21.5,366
1,8,2,45,4,2,30,885
1,1,1,65,1,10,0,222
1,10,1,20,2,10,0,71
1,4,1,25,2,10,0,324
1,2,2,40,3,8,12,570
4,2,2,25,3,10,0,-211
1,2,1,15,2,10,0,54
1,8,1,30,5,3,60,1188
2,3,2,40,2,10,0,422
1,12,1,30,3,8,45,1338
12,3,1,35,2,10,0,930
1,2,2,20,3,5,40,468
14,10,1,15,2,10,0,0
1,5,1,65,3,10,0,0
1,11,2,45,3,2,20,935
1,10,2,65,5,6,39,731
4,2,2,25,4,2,40,1246
1,10,1,30,2,8,84,1210
2,10,1,35,1,10,0,271
1,2,1,65,1,10,0,0
1,10,2,35,4,10,0,0
1,8,2,15,2,10,0,0
1,8,2,60,2,2,12,159
3,2,2,15,2,10,0,283
1,11,1,30,2,3,9,315
3,2,2,35,3,8,60,4710
1,7,2,40,3,5,20,254
1,7,1,55,4,2,22.5,1090
1,7,1,35,1,5,40,1381
1,4,2,45,3,1,40,1864
1,8,1,35,4,1,87.5,2334
1,11,1,50,1,1,0,142
4,2,2,15,1,10,0,0
3,2,1,65,1,10,0,0
12,8,1,15,2,10,0,0
1,2,2,45,2,10,0,235
1,2,1,35,3,7,40,766
1,10,2,45,4,4,45,722
3,2,2,40,5,2,47,1987
2,1,2,65,3,10,0,201
2,2,2,45,1,10,0,99
1,11,1,65,1,10,0,0
1,6,1,45,2,2,15,447
2,7,1,15,1,10,0,0
1,2,2,40,4,2,0,227
1,10,1,45,2,5,40,1276
1,3,1,25,3,3,42,644
1,11,2,40,3,2,40,1350
5,2,2,15,3,10,0,0
1,2,2,55,4,10,0,528
2,1,2,40,1,10,0,475
3,2,2,40,1,1,37,1450
1,2,2,35,2,10,0,293
1,10,1,20,2,2,40,761
1,10,1,55,4,2,37.5,1079
1,2,2,25,2,10,0,295
1,11,1,40,3,3,40,946
1,2,1,25,4,2,15,1361
1,11,2,30,1,8,40,897
4,3,2,30,4,5,41,827
1,2,1,50,3,3,44,826
2,3,1,45,1,4,0,1376
1,9,2,65,3,10,0,440
1,9,2,65,2,10,0,0
1,8,2,25,4,2,37,729
1,5,2,25,2,8,40,450
4,2,2,35,5,1,40,1683
1,10,1,45,3,3,40,648
6,5,1,15,2,10,0,0
1,10,2,60,1,3,36,1068
2,8,2,45,5,2,10.5,289
4,2,1,40,2,8,0,369
1,2,1,45,2,10,0,350
1,2,1,25,1,8,49,768
1,2,2,40,2,1,45,842
1,2,2,30,3,4,0,355
1,11,2,25,4,2,21,647
1,10,1,15,2,10,0,0
1,3,2,60,1,10,0,503
1,10,2,60,2,10,0,358
1,2,2,15,2,10,0,0
1,2,1,50,3,3,0,-86
1,2,2,35,2,2,45,1295
1,2,1,50,2,7,0,585
1,2,1,25,4,2,34,520
1,2,1,65,5,10,0,161
1,2,1,65,3,5,12,1022
1,6,2,65,2,10,0,356
1,2,2,15,2,10,0,0
1,2,2,50,2,1,40,1329
1,4,1,65,1,10,0,0
1,10,2,65,1,10,0,0
6,4,1,60,4,10,0,0
1,11,2,55,3,4,25,469
2,2,1,15,1,10,0,369
1,3,1,15,2,10,0,438
1,11,2,60,1,7,30,980
1,10,1,50,3,10,0,459
1,10,2,15,2,10,0,0
6,11,1,20,2,2,55,1301
4,2,1,25,4,2,40,665
1,12,2,65,4,8,16,224
1,2,1,20,2,6,14,151
1,1,1,55,1,7,40,1477
9,8,1,30,4,4,40.5,619
1,2,2,65,5,1,4,145
1,7,1,65,3,10,0,280
1,2,1,35,3,6,40.5,3241
12,6,1,40,4,2,0,1772
23,8,1,15,2,10,0,0
1,2,1,65,1,10,0,256
2,5,1,20,1,10,0,176
1,2,1,20,2,3,45,1099
1,2,2,25,3,10,0,209
4,2,2,25,3,7,38,1931
1,8,1,50,3,4,40,1772
3,2,1,40,3,10,0,331
1,2,2,45,2,7,37,1236
1,2,2,55,2,5,40,1162
12,9,1,45,1,8,45,1014
1,3,2,20,4,2,15,215
12,1,1,45,1,8,40,630
1,6,1,65,2,10,0,531
1,6,2,65,1,3,0,516
1,3,1,65,3,10,0,271
1,6,1,40,2,8,45,749
1,8,1,35,1,3,0,1728
1,6,1,55,3,8,43,922
12,10,1,40,1,8,50,938
1,2,1,55,3,3,4,68
2,4,2,65,1,10,0,301
1,2,1,60,4,2,0,949
1,9,2,50,4,2,28,762
1,10,2,50,1,8,0,352
1,12,2,20,1,8,39,752
4,2,1,60,3,1,40,1554
1,8,1,20,4,2,40,972
1,10,1,40,3,8,0,432
1,10,1,60,1,10,0,297
1,8,2,20,2,6,12,140
1,11,1,20,2,10,0,232
1,10,2,50,3,4,40,792
3,2,2,25,3,10,0,0
1,10,2,35,3,1,21,596
4,2,2,15,2,10,0,0
1,7,2,45,3,2,24,456
2,3,2,30,1,8,40,622
1,10,1,40,4,2,0,906
1,9,1,45,4,2,0,685
1,4,1,20,2,1,45,608
9,3,1,35,5,1,50,1762
13,2,1,15,2,10,0,0
1,2,2,35,1,6,20,620
1,10,2,35,4,4,42.5,830
1,8,1,65,3,1,0,633
1,2,2,25,1,6,13.5,779
1,2,2,35,2,1,13,404
1,2,1,45,3,3,40,612
1,10,2,60,3,5,40,848
1,7,1,65,3,6,0,1730
4,2,1,55,4,2,60,1853
1,11,2,35,3,5,16,921
1,10,2,65,3,10,0,176
1,10,1,65,2,10,0,201
2,3,2,65,2,10,0,367
1,8,2,40,4,2,37.5,660
3,2,1,20,2,8,33,719
1,2,2,65,3,10,0,272
3,1,1,25,1,5,40,621
1,9,1,50,5,1,0,237
4,11,2,20,2,6,46,866
2,1,1,15,1,10,0,0
1,1,1,55,4,2,0,1055
1,4,1,20,3,3,24,383
2,11,2,35,2,6,47.5,688
1,5,1,15,1,10,0,0
1,9,1,35,3,1,50,1160
1,2,1,25,4,3,0,0
1,8,1,65,4,5,30,478
1,2,2,60,3,3,40,738
1,2,2,20,3,8,19,239
4,2,1,15,1,10,0,0
1,8,2,55,4,2,40,1191
1,10,1,15,1,5,40,720
1,5,1,35,3,1,0,32
1,3,1,30,3,1,65,1722
4,2,1,25,4,5,47.5,1254
1,4,1,65,4,10,0,110
1,11,2,25,3,10,0,0
1,9,1,45,3,8,4,75
1,10,1,20,2,6,45,746
1,7,2,35,1,1,40,2426
3,2,1,35,4,1,40,1174
1,5,2,45,4,2,40,2675
1,2,2,40,5,2,37.5,1122
6,12,2,35,1,5,29,843
1,2,1,65,3,10,0,342
12,4,1,35,4,5,40,1753
1,7,1,50,3,1,0,694
4,8,1,65,1,10,0,557
1,11,2,45,3,1,30,794
1,1,1,65,1,10,0,-2908
1,2,2,60,1,4,40,588
2,8,1,30,1,10,0,341
2,2,2,25,2,4,32,374
5,2,1,30,4,1,22,486
3,2,1,15,1,10,0,0
1,11,1,35,3,2,50,943
4,10,2,15,5,10,0,0
1,10,2,25,3,5,42,555
1,5,2,35,4,1,12,330
6,2,2,50,3,5,0,-345
1,4,2,65,2,8,50,987
1,3,1,25,3,8,42,605
1,11,2,65,3,2,41,1300
2,8,2,30,4,2,0,844
1,4,2,25,2,10,0,351
1,2,1,35,3,2,42,1842
1,11,2,35,4,2,37.5,624
1,10,1,50,1,2,40,844
1,10,2,65,2,10,0,496
1,2,2,35,2,1,16,488
1,10,2,20,3,4,39,935
3,2,1,40,4,5,40,1042
1,9,2,65,3,8,25,260
3,7,2,55,4,2,37.5,660
1,2,2,20,2,10,0,430
1,3,2,65,1,4,39,1426
5,3,1,20,5,10,0,265
1,4,1,35,3,2,70,3292
1,10,2,50,3,10,0,-173
1,10,1,50,2,1,0,1726
1,10,1,40,5,4,50,1835
1,10,2,60,4,10,0,350
1,8,2,65,2,10,0,350
1,11,2,45,2,5,40,777
1,2,1,40,3,3,0,633
1,11,2,25,2,4,38,1355
1,3,2,20,1,4,40,805
1,8,1,50,1,1,0,12
4,2,1,15,2,10,0,0
3,10,1,60,3,10,0,350
1,3,2,65,1,10,0,391
1,12,2,20,3,6,0,567
12,4,1,65,3,10,0,323
3,11,2,55,1,2,50,4187
4,2,2,30,1,10,0,233
1,5,2,35,3,5,17.5,514
1,8,1,15,1,10,0,0
3,2,1,20,3,2,20,236
1,6,1,40,3,10,0,273
1,2,2,25,4,1,3,122
1,3,1,15,1,10,0,0
1,2,1,40,5,1,40,2658
1,4,1,15,1,10,0,0
1,10,2,65,2,10,0,431
2,2,2,45,1,4,24,854
1,3,2,65,1,10,0,685
6,5,2,60,5,10,0,770
1,2,1,65,5,1,30,1495
2,3,2,30,3,5,0,532
2,5,1,15,1,4,39,491
1,5,1,40,2,2,40.5,731
4,8,1,30,4,2,0,-211
4,8,1,25,4,10,0,0
1,12,2,30,4,1,0,-211
1,2,1,50,4,1,0,4219
1,10,2,65,1,10,0,25
1,3,2,20,2,4,14,193
1,9,1,50,3,10,0,1168
2,2,2,60,5,8,37.5,557
1,4,2,40,1,1,31.5,1285
2,10,2,15,1,10,0,0
5,10,1,25,3,4,0,0
12,5,1,25,3,10,0,110
1,2,1,45,2,8,40,656
1,10,2,60,3,2,8,232
1,4,1,60,3,7,19.5,228
1,8,2,40,3,6,37.5,525
1,2,2,65,1,10,0,0
1,4,1,20,3,10,0,364
4,2,1,35,4,1,40,1100
1,2,1,20,1,1,38.5,520
1,3,1,55,5,1,0,2058
1,4,2,55,3,5,40,725
4,8,2,50,3,10,0,1
1,10,2,60,3,3,15,330
1,5,1,55,5,1,0,2054
3,3,2,25,3,5,40,777
1,8,1,65,1,10,0,286
1,2,1,15,2,1,48,1375
4,2,2,65,4,10,0,429
1,2,2,35,2,2,37,646
1,1,2,65,1,10,0,609
1,10,2,60,3,4,40,594
1,5,1,30,4,2,40,1207
4,2,2,35,1,1,24,1074
1,4,1,55,2,8,45,1227
1,8,1,30,3,1,25,649
3,2,1,50,2,10,0,242
1,7,2,35,1,7,37.5,513
1,7,1,45,3,3,16,248
1,2,2,20,5,10,0,331
6,10,2,50,5,4,33,382
2,4,1,55,5,10,0,0
1,6,2,35,4,1,49,997
3,2,2,50,2,1,0,0
1,9,2,60,2,5,42,1015
4,2,1,25,3,10,0,191
1,10,2,45,4,2,50,1666
1,6,1,60,3,2,40,886
1,8,2,60,4,1,9,360
4,2,1,30,5,3,40,704
12,3,2,60,1,10,0,450
1,8,1,20,2,8,20,380
1,8,1,25,1,3,46,682
3,2,2,15,2,3,35,1185
1,4,1,25,3,1,45,844
1,10,2,65,1,10,0,21
3,7,1,15,1,2,23,293
1,10,1,55,2,1,37,1301
4,2,2,55,5,4,37,726
1,2,1,35,2,1,0,1994
2,3,1,20,2,3,40,654
2,3,1,65,1,6,0,1036
1,2,2,60,1,10,0,260
4,8,1,60,4,1,0,1295
2,10,1,40,1,8,60,1266
1,11,2,25,1,6,50,1002
1,2,2,55,2,6,40,638
4,2,1,55,3,1,45,725
1,6,1,15,1,2,40,742
2,3,1,40,1,2,72,608
1,4,2,25,3,3,27.5,1002
1,12,2,65,4,8,10.5,789
1,3,2,30,3,2,27,1142
3,10,2,55,5,10,0,653
4,2,2,30,4,10,0,221
1,2,2,50,4,5,40,2244
1,2,2,20,2,10,0,362
1,2,1,55,2,7,35,880
1,2,2,45,4,10,0,191
1,11,1,50,1,10,0,265
1,10,2,15,2,8,12,66
1,3,1,60,1,1,0,1293
1,2,1,25,2,8,40,902
1,12,1,45,1,1,50,1540
1,7,2,55,4,6,32,910
1,6,2,65,1,10,0,383
1,8,2,20,4,2,20,308
3,2,2,30,5,10,0,0
1,2,1,65,5,10,0,233
2,8,1,35,3,10,0,5
1,10,2,30,3,1,45,891
4,8,1,55,1,7,40,572
1,8,1,25,3,3,40,1026
1,4,2,30,1,6,0,607
1,11,2,45,4,2,20,748
1,5,2,40,3,2,22.5,1798
1,8,1,15,2,10,0,0
1,2,2,20,3,6,0,1183
3,2,2,60,1,7,37,775
4,8,2,55,1,1,37,911
4,3,1,30,4,2,37.5,1193
1,2,1,65,3,10,0,155
1,10,2,30,2,3,40,980
1,12,1,25,3,4,11,484
1,3,2,60,1,4,40,495
1,10,1,45,2,10,0,69
1,2,2,45,3,2,40,1582
1,8,1,65,4,10,0,2
4,2,1,35,5,7,50,1211
3,2,1,25,4,2,40,1276
2,4,1,40,1,3,0,2049
4,2,1,30,4,2,40,742
1,2,2,45,3,2,40,1409
4,2,1,50,3,4,45,842
1,2,1,50,3,8,40,792
1,2,2,45,2,2,0,250
1,2,2,65,1,10,0,262
1,10,1,65,3,10,0,247
1,10,2,65,3,10,0,418
12,12,1,60,3,5,40,604
1,10,1,60,3,3,40,949
1,10,1,65,3,10,0,175
1,8,1,15,2,10,0,88
2,2,1,55,1,2,37.5,0
1,9,1,35,3,6,0,177
1,8,1,25,3,4,42,878
6,9,1,65,1,10,0,374
1,9,2,45,3,4,37,1055
2,10,1,25,3,2,40,654
1,3,1,60,4,4,40,844
1,10,1,60,5,10,0,348
2,5,2,20,4,5,5.5,64
1,7,1,50,1,1,37,1308
1,10,1,15,2,10,0,371
3,2,1,40,1,4,0,404
1,12,1,35,4,3,45,1480
1,3,2,35,2,5,40,660
1,10,2,45,1,10,0,0
1,6,2,65,1,10,0,431
3,10,2,35,4,5,37.5,486
6,5,1,35,3,10,0,410
1,4,2,55,3,10,0,390
4,2,2,25,4,6,5,335
1,2,2,45,2,3,24,864
12,10,2,25,2,4,58,1340
12,12,2,50,3,10,0,322
4,2,1,25,4,2,40,467
4,2,1,25,3,2,42,832
1,10,1,60,2,1,0,1055
1,2,1,55,3,8,40,772
1,2,2,65,2,10,0,0
1,2,2,15,5,10,0,0
24,6,2,15,2,10,0,0
1,10,1,50,2,1,0,-113
1,8,2,40,3,10,0,0
1,1,2,40,3,6,0,1076
1,11,1,45,3,1,50,1273
4,2,1,40,4,2,40,2405
1,2,2,20,3,5,29,571
1,8,2,45,3,5,22,-173
1,10,1,20,3,10,0,394
3,8,2,15,2,6,37.5,922
1,12,1,25,1,10,0,1199
1,2,1,50,2,2,0,2049
1,3,2,30,3,3,7.5,212
1,2,2,20,2,1,40,561
1,11,1,65,2,3,0,126
1,7,1,50,1,1,42,1160
1,2,1,60,4,10,0,271
4,2,2,65,2,1,0,0
1,7,2,55,4,2,40,1102
1,4,2,65,2,10,0,392
1,2,1,45,3,8,21,421
1,7,1,45,1,10,0,-335
12,2,2,45,5,2,15,321
1,2,2,50,2,10,0,0
4,8,1,20,3,1,41,1169
2,3,1,65,1,10,0,435
1,3,1,15,2,10,0,0
12,2,1,35,3,8,40,501
1,10,2,35,1,6,45,1580
1,10,1,30,5,10,0,177
12,8,2,20,3,10,0,409
1,8,1,55,3,3,0,422
1,11,1,30,2,3,40,1166
1,1,2,40,2,5,39,632
1,2,1,60,4,2,0,1593
3,2,2,30,1,10,0,0
1,11,1,65,1,10,0,0
1,5,1,50,1,2,60,1059
1,8,1,35,3,10,0,271
1,2,1,40,3,3,0,525
1,2,1,20,4,2,40,1199
3,2,2,15,4,10,0,375
12,2,1,15,1,10,0,1
1,3,1,25,3,2,0,1893
1,2,1,50,2,7,0,147
4,2,1,25,1,10,0,633
5,2,1,30,4,2,40,1021
1,2,2,60,1,1,40,975
1,10,2,40,1,1,37.5,862
1,1,1,65,2,10,0,269
1,4,2,65,2,10,0,595
2,4,2,45,3,10,0,287
1,10,2,25,2,5,40,756
1,6,1,45,2,5,50,1219
3,2,2,50,3,7,0,2614
1,3,2,65,3,10,0,263
1,3,1,65,3,10,0,0
1,10,1,30,3,1,0,781
1,7,2,45,4,4,40,1646
1,1,2,25,1,5,30,363
1,2,1,60,1,1,76,3735
2,2,1,20,2,6,10.5,142
4,2,2,30,4,1,40,1836
1,8,2,65,1,10,0,514
1,3,1,60,5,3,0,823
1,2,2,20,4,2,0,0
1,10,1,20,2,6,45,536
1,11,2,35,3,1,44,564
1,6,2,45,2,5,17.5,628
1,8,2,45,4,4,0,1580
1,6,1,25,2,1,40,1036
3,2,1,20,2,10,0,105
1,7,1,25,1,10,0,276
1,8,1,40,4,6,37,1776
6,10,2,50,1,2,16,538
1,8,2,55,3,4,40,984
4,2,1,45,4,2,40,1465
4,2,1,25,4,2,20,563
1,2,2,50,5,1,41,1103
1,2,2,30,4,2,19.5,429
12,5,1,25,3,4,37.5,720
1,11,1,60,1,1,0,154
1,4,1,60,2,6,0,1036
1,10,1,30,2,10,0,305
1,6,2,65,3,10,0,355
12,10,1,35,4,2,60,841
4,1,2,45,1,1,25,963
1,2,1,40,3,3,46,2901
4,8,1,40,2,7,40,522
4,10,2,35,3,10,0,189
1,2,2,25,4,10,0,260
1,4,2,60,1,6,0,1271
4,2,2,55,2,10,0,0
1,2,1,65,3,1,0,822
1,10,1,30,4,1,0,945
1,11,2,45,1,10,0,466
1,8,1,15,5,1,40,621
2,4,1,15,2,8,50,770
12,8,1,35,1,6,52,1441
1,9,1,65,3,10,0,682
1,9,2,65,2,8,0,369
1,2,2,45,3,2,37,1243
1,3,1,60,1,2,40,720
2,8,1,55,1,6,26.5,394
1,10,1,50,1,5,20,378
1,12,1,65,1,10,0,272
1,8,1,50,5,8,45,1058
13,2,2,40,2,4,40,690
1,10,1,30,2,4,40,697
9,8,1,30,4,2,6,244
1,2,2,35,3,8,58,2342
1,6,1,65,3,10,0,388
4,5,1,20,4,1,10,143
1,1,1,65,1,10,0,410
1,10,2,15,2,10,0,279
1,6,1,15,2,10,0,0
4,2,2,20,4,5,11.5,1392
2,6,2,15,2,10,0,0
1,10,2,50,3,4,40,1374
1,3,2,15,2,10,0,0
1,10,1,65,4,10,0,0
1,4,2,50,1,5,40,934
3,2,1,45,1,7,72,2520
1,2,2,35,4,2,40,1208
1,11,1,40,3,1,45,677
1,12,1,65,3,5,0,380
1,3,2,15,1,10,0,0
1,10,1,50,2,1,55,2070
1,2,2,55,1,1,0,1363
1,2,2,40,2,4,0,14
13,4,2,15,1,10,0,0
1,8,1,40,3,3,45,628
4,2,1,35,5,3,42.5,1027
1,3,1,60,4,8,0,281
4,2,1,40,2,2,55,1741
12,6,2,65,5,10,0,387
6,9,2,65,1,10,0,312
1,12,2,25,3,4,30,992
1,3,1,65,5,10,0,199
1,10,2,35,4,2,38,641
2,2,1,15,3,10,0,0
1,10,2,55,2,7,24,315
1,7,1,20,2,7,42.5,534
3,2,1,40,3,5,40,1266
1,2,2,30,3,10,0,213
1,2,2,20,2,5,54,850
1,11,2,50,3,5,35.5,443
1,2,1,30,3,3,40,627
1,3,2,40,3,5,40,752
12,10,1,65,1,7,45,965
1,2,1,45,2,10,0,315
1,8,1,40,3,3,12,251
1,8,1,25,3,2,0,311
1,2,2,45,2,1,43.5,1206
1,2,1,20,2,10,0,381
3,2,1,15,2,10,0,0
12,9,1,15,1,10,0,0
1,9,2,35,3,4,10,144
1,8,2,40,4,2,40,1266
1,1,1,50,1,6,40,594
1,4,1,30,3,2,12,226
1,8,1,55,2,10,0,1223
1,2,1,25,4,2,72,1922
1,9,1,40,1,10,0,324
1,10,2,45,5,8,30,726
1,10,1,55,4,3,45,1116
1,2,2,25,4,1,40,577
6,8,1,20,4,2,41,1415
1,5,1,45,1,1,50,748
1,3,2,60,3,6,40,879
1,10,2,65,2,10,0,345
1,9,1,60,3,6,42,763
1,3,2,30,3,10,0,309
1,10,1,25,1,3,30,473
6,2,2,20,3,10,0,161
2,12,2,30,3,10,0,0
12,8,1,40,5,8,40,2511
1,2,1,15,2,10,0,0
1,6,2,15,2,10,0,0
4,2,1,20,3,6,28,1027
4,2,1,25,4,6,55,929
1,8,1,65,3,10,0,0
1,2,2,20,3,10,0,432
1,8,2,65,2,10,0,272
2,5,2,15,2,10,0,0
1,9,1,65,3,10,0,165
1,5,1,50,4,10,0,0
1,3,2,50,3,1,40,779
1,11,2,45,1,6,8,465
1,2,2,20,2,10,0,332
9,11,1,60,5,7,42,1485
4,2,1,15,1,6,40,996
1,8,1,35,2,6,40,1962
2,3,1,25,1,3,40,1562
1,8,2,20,4,2,32,576
2,1,1,30,3,8,35,1085
1,2,2,40,4,2,32,912
1,8,2,55,4,2,40,1208
1,1,2,50,2,10,0,356
12,2,1,45,2,1,54,5944
1,8,1,60,5,7,50,1055
1,2,1,65,1,10,0,0
1,2,1,50,4,2,60,2189
2,10,2,35,2,10,0,175
1,3,2,30,3,6,10,161
1,2,1,65,1,10,0,297
1,2,2,40,3,2,28,1468
1,8,2,25,3,10,0,215
1,10,1,50,3,10,0,730
3,2,2,30,3,3,43.5,2245
1,2,2,55,3,2,27,674
4,2,1,20,2,8,30,392
6,8,2,35,4,2,37.5,1428
1,1,1,60,1,8,50,863
1,1,1,40,3,10,0,271
1,10,2,55,4,2,27,7457
1,4,1,65,3,6,18,810
1,1,1,55,3,8,22,598
1,2,1,45,2,3,46,1128
1,3,1,40,2,7,65,1005
2,2,1,30,1,3,55,1210
1,9,1,25,1,10,0,137
1,1,2,60,1,6,35,952
1,3,2,20,3,1,30,502
1,4,1,65,1,10,0,0
1,2,2,50,3,4,40,829
1,2,2,30,4,2,16.5,2599
3,2,1,50,1,7,37,978
1,4,2,30,2,2,40,1082
1,3,1,35,1,1,40,1918
1,3,2,65,5,10,0,153
4,3,1,30,5,10,0,-171
1,5,1,15,2,2,50,976
4,2,2,45,4,10,0,253
1,3,2,40,1,4,40,585
1,3,1,35,1,1,0,514
1,3,2,35,3,10,0,0
1,9,1,55,1,8,50,1790
1,2,2,20,3,3,37.5,997
1,3,2,20,2,10,0,0
1,3,2,50,1,7,35,472
1,2,2,50,3,2,43,1387
1,7,1,20,2,10,0,293
5,4,1,40,3,6,45,966
1,10,2,40,4,2,38,1433
1,6,2,40,1,10,0,330
1,11,1,65,1,6,0,242
1,11,2,45,4,6,45,1211
1,11,2,35,2,10,0,355
1,7,2,30,4,6,3,53
6,7,2,65,1,6,41.5,644
1,2,2,35,3,6,40,687
1,8,2,65,1,10,0,343
1,1,1,55,2,8,50,1745
1,2,2,50,5,2,39,1673
1,8,2,30,5,4,0,221
1,4,1,65,3,10,0,147
4,2,1,20,4,2,40,770
4,2,1,20,1,2,40,1034
1,8,1,55,3,3,40,802
1,10,2,55,3,10,0,232
4,9,1,45,2,1,0,1730
1,8,1,45,1,4,0,414
1,9,2,45,2,5,40,1371
6,12,1,65,1,10,70,1772
1,6,2,65,1,10,0,414
1,3,2,65,1,10,0,234
1,11,2,65,1,10,0,322
1,3,2,50,2,5,40,540
1,4,1,55,3,10,0,117
6,1,2,65,1,10,0,278
12,7,1,20,1,4,30.5,699
1,11,1,25,4,2,47.5,1298
4,10,2,60,1,6,40,726
1,2,1,60,5,10,0,375
1,8,2,65,1,10,0,424
2,5,1,55,3,10,0,0
1,3,2,55,2,1,40,689
1,3,2,65,3,10,0,431
1,10,2,35,4,8,0,0
1,3,1,15,1,10,0,356
3,2,1,50,3,3,40,886
1,5,1,65,3,2,22.5,527
1,4,1,25,3,7,40,893
1,10,2,55,3,5,35,547
1,5,1,30,1,10,0,244
4,2,2,35,4,2,36,1884
4,2,1,25,4,2,40,949
1,3,2,65,5,10,0,0
2,12,1,40,2,10,0,457
1,11,2,50,2,5,40,829
4,9,2,55,2,10,0,-526
1,10,1,60,1,8,40,662
1,2,2,35,4,2,12,518
2,2,1,50,4,2,0,1044
1,2,2,40,3,10,0,378
1,1,2,60,1,8,4,112
1,2,2,30,3,10,0,310
1,10,1,25,5,4,40,1109
1,2,2,45,3,1,0,0
4,2,1,30,4,1,45,2182
1,2,1,40,1,3,40,806
1,5,1,65,1,10,0,0
4,2,1,50,5,7,40,1031
1,10,1,55,3,5,45,1401
4,2,1,60,4,2,44,904
1,5,1,65,3,1,40,1329
1,2,2,15,1,10,0,0
1,2,1,20,3,1,40,540
1,2,1,15,2,10,0,0
4,7,2,45,4,2,40,1389
1,4,1,65,3,10,0,0
1,10,2,65,3,8,40,594
1,10,1,60,1,10,0,168
1,8,2,25,4,2,40,682
4,2,1,25,1,4,0,54
1,10,1,65,4,10,0,230
1,11,2,45,4,2,0,1044
1,9,2,35,5,10,0,428
1,8,1,60,4,2,50,1055
1,2,2,65,2,10,0,165
1,10,1,65,3,2,5.5,114
1,6,2,65,1,3,0,823
1,2,1,50,4,10,0,209
4,10,2,25,4,2,40,960
4,8,1,55,4,2,45,865
1,10,2,65,1,10,0,4315
1,3,1,40,3,5,57,1684
1,6,2,40,4,10,0,0
2,4,2,45,2,10,0,339
1,2,2,20,2,2,24,292
1,8,2,50,2,2,30,702
1,5,2,50,2,5,40,718
1,10,2,50,3,8,35,417
1,11,1,45,1,8,0,390
1,11,2,65,2,6,8,117
1,2,1,55,2,2,40,2444
1,4,2,60,1,10,0,0
1,2,2,15,2,10,0,0
1,10,1,65,2,5,0,1208
36,1,2,50,3,2,27.5,6214
1,11,2,45,4,2,16,1638
1,3,1,15,2,10,0,0
4,2,2,15,2,1,45,1564
4,3,1,40,1,3,37,0
2,2,1,45,1,5,42,1655
4,2,2,55,5,10,0,880
1,3,2,55,5,5,0,663
1,8,1,60,3,2,39,1433
2,5,1,35,1,7,40,660
1,11,1,30,3,1,40,868
1,2,1,25,4,6,0,863
4,2,2,65,1,5,47.5,993
1,7,2,35,3,6,30,608
1,2,1,40,4,1,0,1218
1,5,2,55,1,10,0,560
1,4,2,65,1,10,0,475
2,3,2,30,2,10,0,401
4,8,1,65,1,10,0,783
3,2,1,50,2,5,37.5,990
1,10,1,40,1,1,40,863
1,10,2,60,1,10,0,348
1,2,1,50,3,3,7,425
3,4,2,55,3,10,0,417
1,2,1,65,5,10,0,301
1,12,1,40,3,4,41,1265
1,2,2,50,2,6,22,319
